ID_Anonimo,ID_Real,Tipo,Texto_Requisito,Clasificacion_Experto,Tipo_Mal_Olor,Justificacion,Confianza,Evaluador,Fecha
REQ-27,RNF-09,RNF,"El sistema deberá integrarse con servicios externos de mensajería (WhatsApp Business API) para el envío de recordatorios de controles preventivos (RF-10), garantizando la entrega correcta del mensaje sin duplicarlo ni perderlo.",No ambiguo,Ninguno,"Considero que la integración, el canal y la condición de no duplicación ni pérdida están expresados y pueden verificarse mediante pruebas de envío.",4,Experto 2,28/07/2026
REQ-27,RNF-09,RNF,"El sistema deberá integrarse con servicios externos de mensajería (WhatsApp Business API) para el envío de recordatorios de controles preventivos (RF-10), garantizando la entrega correcta del mensaje sin duplicarlo ni perderlo.",Ambiguo,Requisito no verificable / incompleto,"La redacción presenta ambigüedad porque la «entrega correcta» no define tiempo máximo, acuse de recibo ni condición objetiva para declarar éxito o pérdida.",3,Experto 3,28/07/2026
REQ-28,RD-03,RD,El sistema deberá permitir que la validación de la información médica sea realizada únicamente por veterinarias autorizadas.,No ambiguo,Ninguno,"La restricción técnica u organizativa establece un mecanismo, tecnología o condición concreta aplicable al diseño.",5,Experto 1,28/07/2026
REQ-28,RD-03,RD,El sistema deberá permitir que la validación de la información médica sea realizada únicamente por veterinarias autorizadas.,No ambiguo,Ninguno,"Considero que la restricción técnica u organizativa establece un mecanismo, tecnología o condición concreta aplicable al diseño.",5,Experto 2,28/07/2026
REQ-28,RD-03,RD,El sistema deberá permitir que la validación de la información médica sea realizada únicamente por veterinarias autorizadas.,No ambiguo,Ninguno,"Se identifica que la restricción técnica u organizativa establece un mecanismo, tecnología o condición concreta aplicable al diseño.",5,Experto 3,28/07/2026
REQ-29,RF-04,RF,"El sistema deberá permitir buscar mascotas aplicando filtros como especie, raza, edad, ubicación, estado de salud, tamaño, temperamento y disponibilidad para adopción o cruza.",No ambiguo,Ninguno,"La función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 1,28/07/2026
REQ-29,RF-04,RF,"El sistema deberá permitir buscar mascotas aplicando filtros como especie, raza, edad, ubicación, estado de salud, tamaño, temperamento y disponibilidad para adopción o cruza.",No ambiguo,Ninguno,"Considero que la función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 2,28/07/2026
REQ-29,RF-04,RF,"El sistema deberá permitir buscar mascotas aplicando filtros como especie, raza, edad, ubicación, estado de salud, tamaño, temperamento y disponibilidad para adopción o cruza.",No ambiguo,Ninguno,"Se identifica que la función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 3,28/07/2026
REQ-30,RD-05,RD,"El sistema deberá organizarse en módulos independientes para facilitar el mantenimiento y la incorporación de nuevas funcionalidades, como componentes de inteligencia artificial o nuevos procesos relacionados con mascotas.",Ambiguo,Terminología imprecisa,Los conceptos «módulos independientes» y «facilitar el mantenimiento» no incluyen criterios técnicos para medir el desacoplamiento.,4,Experto 1,28/07/2026
REQ-30,RD-05,RD,"El sistema deberá organizarse en módulos independientes para facilitar el mantenimiento y la incorporación de nuevas funcionalidades, como componentes de inteligencia artificial o nuevos procesos relacionados con mascotas.",Ambiguo,Terminología imprecisa,Se observa que los conceptos «módulos independientes» y «facilitar el mantenimiento» no incluyen criterios técnicos para medir el desacoplamiento.,4,Experto 2,28/07/2026
REQ-30,RD-05,RD,"El sistema deberá organizarse en módulos independientes para facilitar el mantenimiento y la incorporación de nuevas funcionalidades, como componentes de inteligencia artificial o nuevos procesos relacionados con mascotas.",Ambiguo,Terminología imprecisa,La redacción presenta ambigüedad porque los conceptos «módulos independientes» y «facilitar el mantenimiento» no incluyen criterios técnicos para medir el desacoplamiento.,4,Experto 3,28/07/2026
REQ-31,RF-10,RF,"El sistema deberá generar recordatorios por notificación en la aplicación y WhatsApp para informar al propietario sobre próximas vacunas, desparasitaciones y controles veterinarios, enviándolos con una semana y un día de anticipación.",No ambiguo,Ninguno,"La función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 1,28/07/2026
REQ-31,RF-10,RF,"El sistema deberá generar recordatorios por notificación en la aplicación y WhatsApp para informar al propietario sobre próximas vacunas, desparasitaciones y controles veterinarios, enviándolos con una semana y un día de anticipación.",No ambiguo,Ninguno,"Considero que la función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 2,28/07/2026
REQ-31,RF-10,RF,"El sistema deberá generar recordatorios por notificación en la aplicación y WhatsApp para informar al propietario sobre próximas vacunas, desparasitaciones y controles veterinarios, enviándolos con una semana y un día de anticipación.",No ambiguo,Ninguno,"Se identifica que la función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 3,28/07/2026
REQ-32,RD-09,RD,"El equipo deberá anonimizar o seudonimizar las transcripciones, videos y respuestas de cuestionario antes de incluirlas en el conjunto de datos abierto (Zenodo/OSF), removiendo identificadores directos del propietario.",Ambiguo,Terminología imprecisa,Plantea «anonimizar o seudonimizar» sin indicar cuándo aplicar cada técnica ni qué identificadores deben retirarse.,4,Experto 1,28/07/2026
REQ-32,RD-09,RD,"El equipo deberá anonimizar o seudonimizar las transcripciones, videos y respuestas de cuestionario antes de incluirlas en el conjunto de datos abierto (Zenodo/OSF), removiendo identificadores directos del propietario.",Ambiguo,Terminología imprecisa,Se observa que plantea «anonimizar o seudonimizar» sin indicar cuándo aplicar cada técnica ni qué identificadores deben retirarse.,4,Experto 2,28/07/2026
REQ-32,RD-09,RD,"El equipo deberá anonimizar o seudonimizar las transcripciones, videos y respuestas de cuestionario antes de incluirlas en el conjunto de datos abierto (Zenodo/OSF), removiendo identificadores directos del propietario.",Ambiguo,Terminología imprecisa,La redacción presenta ambigüedad porque plantea «anonimizar o seudonimizar» sin indicar cuándo aplicar cada técnica ni qué identificadores deben retirarse.,4,Experto 3,28/07/2026
REQ-33,RF-06,RF,"El sistema deberá evaluar la compatibilidad entre dos mascotas registradas para procesos de cruza, considerando su raza, edad, estado de salud, antecedentes genéticos, parentesco, comportamiento e historial médico.",Ambiguo,Requisito no verificable / incompleto,"Enumera factores de compatibilidad, pero no define el método, la escala ni el resultado mínimo esperado para comprobar la evaluación.",4,Experto 1,28/07/2026
REQ-33,RF-06,RF,"El sistema deberá evaluar la compatibilidad entre dos mascotas registradas para procesos de cruza, considerando su raza, edad, estado de salud, antecedentes genéticos, parentesco, comportamiento e historial médico.",Ambiguo,Requisito no verificable / incompleto,"Se observa que enumera factores de compatibilidad, pero no define el método, la escala ni el resultado mínimo esperado para comprobar la evaluación.",4,Experto 2,28/07/2026
REQ-33,RF-06,RF,"El sistema deberá evaluar la compatibilidad entre dos mascotas registradas para procesos de cruza, considerando su raza, edad, estado de salud, antecedentes genéticos, parentesco, comportamiento e historial médico.",Ambiguo,Requisito no verificable / incompleto,"La redacción presenta ambigüedad porque enumera factores de compatibilidad, pero no define el método, la escala ni el resultado mínimo esperado para comprobar la evaluación.",4,Experto 3,28/07/2026
REQ-34,RF-01,RF,"El sistema deberá permitir al propietario registrar una mascota ingresando su información general, incluyendo nombre, especie, raza, sexo, edad, estado reproductivo y fotografías para su identificación dentro de la plataforma.",No ambiguo,Ninguno,"La función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 1,28/07/2026
REQ-34,RF-01,RF,"El sistema deberá permitir al propietario registrar una mascota ingresando su información general, incluyendo nombre, especie, raza, sexo, edad, estado reproductivo y fotografías para su identificación dentro de la plataforma.",No ambiguo,Ninguno,"Considero que la función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 2,28/07/2026
REQ-34,RF-01,RF,"El sistema deberá permitir al propietario registrar una mascota ingresando su información general, incluyendo nombre, especie, raza, sexo, edad, estado reproductivo y fotografías para su identificación dentro de la plataforma.",No ambiguo,Ninguno,"Se identifica que la función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 3,28/07/2026
REQ-35,RF-16,RF,"El sistema deberá permitir registrar y consultar los antecedentes genéticos y el grado de parentesco de una mascota, incluyendo información sobre enfermedades hereditarias y linaje para apoyar los procesos de cruza responsable y la evaluación de compatibilidad.",No ambiguo,Ninguno,"Se especifican los datos que deben registrarse —linaje, enfermedades hereditarias y parentesco— y su uso previsto.",4,Experto 1,28/07/2026
REQ-35,RF-16,RF,"El sistema deberá permitir registrar y consultar los antecedentes genéticos y el grado de parentesco de una mascota, incluyendo información sobre enfermedades hereditarias y linaje para apoyar los procesos de cruza responsable y la evaluación de compatibilidad.",No ambiguo,Ninguno,"Considero que se especifican los datos que deben registrarse —linaje, enfermedades hereditarias y parentesco— y su uso previsto.",4,Experto 2,28/07/2026
REQ-35,RF-16,RF,"El sistema deberá permitir registrar y consultar los antecedentes genéticos y el grado de parentesco de una mascota, incluyendo información sobre enfermedades hereditarias y linaje para apoyar los procesos de cruza responsable y la evaluación de compatibilidad.",Ambiguo,Terminología imprecisa,"La redacción presenta ambigüedad porque no define cómo se representará ni calculará el «grado de parentesco», lo que admite interpretaciones distintas.",3,Experto 3,28/07/2026
REQ-36,RNF-04,RNF,"La interfaz del sistema deberá permitir que al menos el 90 % de los usuarios completen las tareas principales (registrar una mascota, consultar su información y enviar solicitudes de adopción o cruza) sin necesidad de capacitación previa, y alcanzar una puntuación media ≥ 80/100 en la escala System Usability Scale (SUS).",No ambiguo,Ninguno,"Incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 1,28/07/2026
REQ-36,RNF-04,RNF,"La interfaz del sistema deberá permitir que al menos el 90 % de los usuarios completen las tareas principales (registrar una mascota, consultar su información y enviar solicitudes de adopción o cruza) sin necesidad de capacitación previa, y alcanzar una puntuación media ≥ 80/100 en la escala System Usability Scale (SUS).",No ambiguo,Ninguno,"Considero que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 2,28/07/2026
REQ-36,RNF-04,RNF,"La interfaz del sistema deberá permitir que al menos el 90 % de los usuarios completen las tareas principales (registrar una mascota, consultar su información y enviar solicitudes de adopción o cruza) sin necesidad de capacitación previa, y alcanzar una puntuación media ≥ 80/100 en la escala System Usability Scale (SUS).",No ambiguo,Ninguno,"Se identifica que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 3,28/07/2026
REQ-37,RNF-07,RNF,El componente de inteligencia artificial deberá clasificar correctamente al menos el 95 % de las imágenes cargadas como válidas o inválidas según el tipo de fotografía esperado.,Ambiguo,Terminología imprecisa,La categoría «tipo de fotografía esperado» no está operacionalizada ni se indica el conjunto de referencia para medir el 95 %.,3,Experto 1,28/07/2026
REQ-37,RNF-07,RNF,El componente de inteligencia artificial deberá clasificar correctamente al menos el 95 % de las imágenes cargadas como válidas o inválidas según el tipo de fotografía esperado.,No ambiguo,Ninguno,"Considero que establece un umbral del 95 % y dos clases de salida, por lo que puede validarse con un conjunto de imágenes etiquetadas.",4,Experto 2,28/07/2026
REQ-37,RNF-07,RNF,El componente de inteligencia artificial deberá clasificar correctamente al menos el 95 % de las imágenes cargadas como válidas o inválidas según el tipo de fotografía esperado.,No ambiguo,Ninguno,"Se identifica que establece un umbral del 95 % y dos clases de salida, por lo que puede validarse con un conjunto de imágenes etiquetadas.",4,Experto 3,28/07/2026
REQ-38,RNF-16,RNF,"El sistema deberá ocultar por defecto la ubicación exacta y los datos de contacto directo del propietario, mostrando únicamente una zona aproximada (radio ≥ 1 km) a usuarios no autorizados, en cumplimiento del principio de minimización de la LOPDP.",No ambiguo,Ninguno,"Incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 1,28/07/2026
REQ-38,RNF-16,RNF,"El sistema deberá ocultar por defecto la ubicación exacta y los datos de contacto directo del propietario, mostrando únicamente una zona aproximada (radio ≥ 1 km) a usuarios no autorizados, en cumplimiento del principio de minimización de la LOPDP.",No ambiguo,Ninguno,"Considero que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 2,28/07/2026
REQ-38,RNF-16,RNF,"El sistema deberá ocultar por defecto la ubicación exacta y los datos de contacto directo del propietario, mostrando únicamente una zona aproximada (radio ≥ 1 km) a usuarios no autorizados, en cumplimiento del principio de minimización de la LOPDP.",No ambiguo,Ninguno,"Se identifica que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 3,28/07/2026
REQ-39,RNF-12,RNF,"El sistema deberá soportar el incremento de usuarios concurrentes sin degradar significativamente el tiempo de respuesta definido en RNF-03, permitiendo escalar horizontalmente los servidores de aplicación.",Ambiguo,Cuantificador vago,La expresión «sin degradar significativamente» no fija un porcentaje de degradación permitido respecto de RNF-03.,4,Experto 1,28/07/2026
REQ-39,RNF-12,RNF,"El sistema deberá soportar el incremento de usuarios concurrentes sin degradar significativamente el tiempo de respuesta definido en RNF-03, permitiendo escalar horizontalmente los servidores de aplicación.",Ambiguo,Cuantificador vago,Se observa que la expresión «sin degradar significativamente» no fija un porcentaje de degradación permitido respecto de RNF-03.,4,Experto 2,28/07/2026
REQ-39,RNF-12,RNF,"El sistema deberá soportar el incremento de usuarios concurrentes sin degradar significativamente el tiempo de respuesta definido en RNF-03, permitiendo escalar horizontalmente los servidores de aplicación.",Ambiguo,Cuantificador vago,La redacción presenta ambigüedad porque la expresión «sin degradar significativamente» no fija un porcentaje de degradación permitido respecto de RNF-03.,4,Experto 3,28/07/2026
REQ-40,RNF-02,RNF,"El sistema deberá mantenerse disponible para los usuarios con una disponibilidad mínima del 99 % mensual, permitiendo el acceso continuo a sus funcionalidades durante la operación normal de la plataforma.",No ambiguo,Ninguno,"Incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 1,28/07/2026
REQ-40,RNF-02,RNF,"El sistema deberá mantenerse disponible para los usuarios con una disponibilidad mínima del 99 % mensual, permitiendo el acceso continuo a sus funcionalidades durante la operación normal de la plataforma.",No ambiguo,Ninguno,"Considero que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 2,28/07/2026
REQ-40,RNF-02,RNF,"El sistema deberá mantenerse disponible para los usuarios con una disponibilidad mínima del 99 % mensual, permitiendo el acceso continuo a sus funcionalidades durante la operación normal de la plataforma.",No ambiguo,Ninguno,"Se identifica que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 3,28/07/2026
REQ-41,RNF-11,RNF,"La plataforma web deberá funcionar correctamente en los navegadores Chrome, Firefox y Safari (dos últimas versiones estables) y adaptarse de forma responsiva a pantallas móviles y de escritorio.",No ambiguo,Ninguno,"Incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 1,28/07/2026
REQ-41,RNF-11,RNF,"La plataforma web deberá funcionar correctamente en los navegadores Chrome, Firefox y Safari (dos últimas versiones estables) y adaptarse de forma responsiva a pantallas móviles y de escritorio.",No ambiguo,Ninguno,"Considero que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 2,28/07/2026
REQ-41,RNF-11,RNF,"La plataforma web deberá funcionar correctamente en los navegadores Chrome, Firefox y Safari (dos últimas versiones estables) y adaptarse de forma responsiva a pantallas móviles y de escritorio.",No ambiguo,Ninguno,"Se identifica que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 3,28/07/2026
REQ-42,RNF-15,RNF,"Cuando un mensaje sea marcado como inapropiado por el componente de moderación automática, el sistema deberá notificar la categoría de infracción detectada (lenguaje ofensivo, spam, solicitud de pago externo) mediante una explicación por ejemplos, antes de bloquear el envío.",No ambiguo,Ninguno,"Incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 1,28/07/2026
REQ-42,RNF-15,RNF,"Cuando un mensaje sea marcado como inapropiado por el componente de moderación automática, el sistema deberá notificar la categoría de infracción detectada (lenguaje ofensivo, spam, solicitud de pago externo) mediante una explicación por ejemplos, antes de bloquear el envío.",No ambiguo,Ninguno,"Considero que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 2,28/07/2026
REQ-42,RNF-15,RNF,"Cuando un mensaje sea marcado como inapropiado por el componente de moderación automática, el sistema deberá notificar la categoría de infracción detectada (lenguaje ofensivo, spam, solicitud de pago externo) mediante una explicación por ejemplos, antes de bloquear el envío.",No ambiguo,Ninguno,"Se identifica que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 3,28/07/2026
REQ-43,RNF-14,RNF,"Cuando una imagen sea rechazada por el componente de inteligencia artificial, el sistema deberá informar el motivo específico (contenido inapropiado, imagen borrosa, tipo de fotografía incorrecto) mediante una explicación por contraste, en un máximo de 30 palabras.",No ambiguo,Ninguno,"Incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 1,28/07/2026
REQ-43,RNF-14,RNF,"Cuando una imagen sea rechazada por el componente de inteligencia artificial, el sistema deberá informar el motivo específico (contenido inapropiado, imagen borrosa, tipo de fotografía incorrecto) mediante una explicación por contraste, en un máximo de 30 palabras.",No ambiguo,Ninguno,"Considero que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 2,28/07/2026
REQ-43,RNF-14,RNF,"Cuando una imagen sea rechazada por el componente de inteligencia artificial, el sistema deberá informar el motivo específico (contenido inapropiado, imagen borrosa, tipo de fotografía incorrecto) mediante una explicación por contraste, en un máximo de 30 palabras.",No ambiguo,Ninguno,"Se identifica que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 3,28/07/2026
REQ-44,RF-15,RF,"El sistema deberá permitir al propietario consultar el historial de solicitudes y procesos de adopción y cruza asociados a sus mascotas, incluyendo su estado y fecha de realización.",No ambiguo,Ninguno,"La función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 1,28/07/2026
REQ-44,RF-15,RF,"El sistema deberá permitir al propietario consultar el historial de solicitudes y procesos de adopción y cruza asociados a sus mascotas, incluyendo su estado y fecha de realización.",No ambiguo,Ninguno,"Considero que la función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 2,28/07/2026
REQ-44,RF-15,RF,"El sistema deberá permitir al propietario consultar el historial de solicitudes y procesos de adopción y cruza asociados a sus mascotas, incluyendo su estado y fecha de realización.",No ambiguo,Ninguno,"Se identifica que la función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 3,28/07/2026
REQ-45,RF-07,RF,El sistema deberá permitir la comunicación entre propietarios e interesados mediante mensajes para coordinar procesos de adopción y cruza.,Ambiguo,Requisito no verificable / incompleto,"No establece condiciones de habilitación, estados del mensaje, entrega ni criterios para comprobar que la mensajería funciona correctamente.",4,Experto 1,28/07/2026
REQ-45,RF-07,RF,El sistema deberá permitir la comunicación entre propietarios e interesados mediante mensajes para coordinar procesos de adopción y cruza.,Ambiguo,Requisito no verificable / incompleto,"Se observa que no establece condiciones de habilitación, estados del mensaje, entrega ni criterios para comprobar que la mensajería funciona correctamente.",4,Experto 2,28/07/2026
REQ-45,RF-07,RF,El sistema deberá permitir la comunicación entre propietarios e interesados mediante mensajes para coordinar procesos de adopción y cruza.,Ambiguo,Requisito no verificable / incompleto,"La redacción presenta ambigüedad porque no establece condiciones de habilitación, estados del mensaje, entrega ni criterios para comprobar que la mensajería funciona correctamente.",4,Experto 3,28/07/2026
REQ-46,RD-01,RD,El sistema deberá incorporar componentes de inteligencia artificial para la evaluación de compatibilidad entre mascotas y la validación de imágenes cargadas por los usuarios.,No ambiguo,Ninguno,La restricción establece de forma directa que deben incorporarse componentes de IA para dos funciones concretas.,4,Experto 1,28/07/2026
REQ-46,RD-01,RD,El sistema deberá incorporar componentes de inteligencia artificial para la evaluación de compatibilidad entre mascotas y la validación de imágenes cargadas por los usuarios.,No ambiguo,Ninguno,Considero que la restricción establece de forma directa que deben incorporarse componentes de IA para dos funciones concretas.,4,Experto 2,28/07/2026
REQ-46,RD-01,RD,El sistema deberá incorporar componentes de inteligencia artificial para la evaluación de compatibilidad entre mascotas y la validación de imágenes cargadas por los usuarios.,Ambiguo,Requisito no verificable / incompleto,"La redacción presenta ambigüedad porque indica incorporar IA, pero no precisa interfaces, responsabilidades ni criterios mínimos de integración de los componentes.",3,Experto 3,28/07/2026
REQ-47,RD-07,RD,"El sistema deberá contar con un mecanismo de detección y registro de incidentes de seguridad que permita notificar a la Autoridad de Protección de Datos Personales en un máximo de 5 días y al titular afectado en un máximo de 3 días, cuando el incidente comprometa sus derechos.",No ambiguo,Ninguno,"La restricción técnica u organizativa establece un mecanismo, tecnología o condición concreta aplicable al diseño.",5,Experto 1,28/07/2026
REQ-47,RD-07,RD,"El sistema deberá contar con un mecanismo de detección y registro de incidentes de seguridad que permita notificar a la Autoridad de Protección de Datos Personales en un máximo de 5 días y al titular afectado en un máximo de 3 días, cuando el incidente comprometa sus derechos.",No ambiguo,Ninguno,"Considero que la restricción técnica u organizativa establece un mecanismo, tecnología o condición concreta aplicable al diseño.",5,Experto 2,28/07/2026
REQ-47,RD-07,RD,"El sistema deberá contar con un mecanismo de detección y registro de incidentes de seguridad que permita notificar a la Autoridad de Protección de Datos Personales en un máximo de 5 días y al titular afectado en un máximo de 3 días, cuando el incidente comprometa sus derechos.",No ambiguo,Ninguno,"Se identifica que la restricción técnica u organizativa establece un mecanismo, tecnología o condición concreta aplicable al diseño.",5,Experto 3,28/07/2026
REQ-48,RNF-08,RNF,"El sistema deberá reflejar las actualizaciones realizadas sobre la información de mascotas, historiales médicos y publicaciones en un tiempo máximo de 5 segundos, garantizando que los usuarios consulten información actualizada.",No ambiguo,Ninguno,"Incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 1,28/07/2026
REQ-48,RNF-08,RNF,"El sistema deberá reflejar las actualizaciones realizadas sobre la información de mascotas, historiales médicos y publicaciones en un tiempo máximo de 5 segundos, garantizando que los usuarios consulten información actualizada.",No ambiguo,Ninguno,"Considero que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 2,28/07/2026
REQ-48,RNF-08,RNF,"El sistema deberá reflejar las actualizaciones realizadas sobre la información de mascotas, historiales médicos y publicaciones en un tiempo máximo de 5 segundos, garantizando que los usuarios consulten información actualizada.",No ambiguo,Ninguno,"Se identifica que incluye una métrica, umbral, plataforma o condición objetiva que permite comprobar su cumplimiento.",5,Experto 3,28/07/2026
REQ-49,RF-21,RF,El sistema deberá permitir registrar y consultar el número de microchip de identificación de una mascota como parte de su perfil.,No ambiguo,Ninguno,"La función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 1,28/07/2026
REQ-49,RF-21,RF,El sistema deberá permitir registrar y consultar el número de microchip de identificación de una mascota como parte de su perfil.,No ambiguo,Ninguno,"Considero que la función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 2,28/07/2026
REQ-49,RF-21,RF,El sistema deberá permitir registrar y consultar el número de microchip de identificación de una mascota como parte de su perfil.,No ambiguo,Ninguno,"Se identifica que la función, los datos o condiciones principales y el resultado esperado están suficientemente delimitados para diseñar una prueba funcional.",5,Experto 3,28/07/2026
REQ-50,RF-08,RF,El sistema deberá permitir que los propietarios soliciten procesos de cruza entre mascotas y que el propietario de la otra mascota pueda aceptar o rechazar la solicitud con base en la información disponible.,Ambiguo,Conjunción múltiple,"Reúne la creación de la solicitud y su aceptación o rechazo, y además usa la expresión abierta «información disponible».",4,Experto 1,28/07/2026
REQ-50,RF-08,RF,El sistema deberá permitir que los propietarios soliciten procesos de cruza entre mascotas y que el propietario de la otra mascota pueda aceptar o rechazar la solicitud con base en la información disponible.,Ambiguo,Conjunción múltiple,"Se observa que reúne la creación de la solicitud y su aceptación o rechazo, y además usa la expresión abierta «información disponible».",4,Experto 2,28/07/2026
REQ-50,RF-08,RF,El sistema deberá permitir que los propietarios soliciten procesos de cruza entre mascotas y que el propietario de la otra mascota pueda aceptar o rechazar la solicitud con base en la información disponible.,Ambiguo,Conjunción múltiple,"La redacción presenta ambigüedad porque reúne la creación de la solicitud y su aceptación o rechazo, y además usa la expresión abierta «información disponible».",4,Experto 3,28/07/2026
